,lid,rid,brand_lev,hdd_capacity_lev,weight_sim,title_lev,cpu_lev,ram_lev,title_tokens_overlap,brand_tokens_overlap,cpu_tokens_overlap,ram_tokens_overlap,hdd_capacity_tokens_overlap,weight_tokens_overlap,tfidf_sim,title_encoding_sim,brand_encoding_sim,cpu_encoding_sim,ram_encoding_sim,hdd_capacity_encoding_sim
0,www.vology.com//1618,www.vology.com//2031,1.0,0.8177570093457944,0.0,0.9230769230769231,0.9726443768996961,0.4547511312217195,0.8181818181818182,1.0,0.8461538461538461,0.9166666666666666,0.8888888888888888,0.0,0.5753128907316432,0.948469986432517,1.000000132605002,0.9907488762695724,0.9881409583352669,0.8942185680923816
1,www.vology.com//1949,www.vology.com//4323,1.0,0.7411167512690355,0.0,0.7708333333333334,0.9073033707865168,0.43026004728132383,0.9090909090909091,1.0,0.9230769230769231,0.9545454545454546,0.9545454545454546,0.0,0.9268735479679446,0.94716444877324,1.000000132605002,0.9880089916214532,0.9777382269601086,0.9839424763619832
2,www.vology.com//1949,www.vology.com//2930,1.0,0.3883248730964467,0.0,0.23611111111111116,0.7134831460674158,0.347926267281106,0.2727272727272727,1.0,0.5384615384615384,0.5909090909090909,0.5454545454545454,0.0,0.015276955960785848,0.5474537932712236,1.000000132605002,0.8411564684987287,0.752584394703087,0.6313619683849444
3,www.vology.com//1949,www.vology.com//604,1.0,0.7868020304568528,0.0,0.7638888888888888,0.9044943820224719,0.6690307328605201,0.8181818181818182,1.0,0.8461538461538461,0.9090909090909091,0.9090909090909091,0.0,0.5567104636745595,0.938855558801481,1.000000132605002,0.9856914829279895,0.9776258513812839,0.984170022590659
4,www.vology.com//3209,www.vology.com//4125,1.0,0.9439252336448598,1.0,0.9829059829059829,0.993920972644377,0.9949494949494949,0.9090909090909091,1.0,0.9230769230769231,0.9545454545454546,0.9444444444444444,0.0,0.8342395642963596,0.980138719792311,1.000000132605002,0.9963403297388089,0.9969564524685786,0.8729498110521339
5,www.isupplyhub.com//985,www.vology.com//668,1.0,0.028846153846153855,0.0,0.2709923664122137,0.10876132930513593,0.023076923076923106,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.004096746477708545,0.6168864569074637,1.000000132605002,0.5908067638020491,0.27899437381267334,0.23100918666653367
6,www.amazon.com//1671,www.vology.com//3957,0.0,0.07883817427385897,0.0,0.1597222222222222,0.038461538461538436,0.08528784648187637,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.17939694268025308,0.3948018259563172,0.2680680138249562,0.5717321476331414,0.22086899165492327
7,www.vology.com//1299,www.vology.com//2908,1.0,0.383248730964467,0.0,0.6180555555555556,0.6853932584269663,0.3390191897654584,0.6,1.0,0.5833333333333334,0.6,0.7058823529411765,0.0,0.019927634909428466,0.8408034551963948,1.000000132605002,0.7944071103930964,0.7883294222614926,0.7857010253715178
8,www.vology.com//2097,www.vology.com//2932,1.0,0.6394230769230769,0.0,0.9189189189189189,0.879154078549849,0.9793577981651376,0.7,1.0,0.75,0.8695652173913043,0.8235294117647058,0.0,0.15088708430744974,0.911198644003828,1.000000132605002,0.8553193643863956,0.9865873612420233,0.8496356192278198
9,www.vology.com//2097,www.vology.com//3597,1.0,0.7980769230769231,0.0,0.9189189189189189,0.879154078549849,0.555045871559633,0.7,1.0,0.75,0.8695652173913043,0.8235294117647058,0.0,0.14698161191772607,0.928425108553812,1.000000132605002,0.8537286985362474,0.8859293430283238,0.8961083360876996
10,www.vology.com//1463,www.vology.com//73,1.0,0.8547717842323651,0.0,0.7569444444444444,0.901685393258427,0.4869976359338062,0.9,1.0,0.9166666666666666,0.9523809523809523,0.9411764705882353,0.0,0.5972964479459736,0.9399760504159714,1.000000132605002,0.986676243773458,0.9716488373064273,0.9775200231519574
11,www.vology.com//1463,www.vology.com//4323,1.0,0.5207756232686981,0.0,0.954954954954955,0.9845201238390093,0.9871794871794872,0.8,1.0,0.8333333333333334,0.9047619047619048,0.8823529411764706,0.0,0.354678810613529,0.9711182377983567,1.000000132605002,0.9957617310021093,0.9954605961899059,0.8078843838262371
12,www.vology.com//3957,www.vology.com//4125,1.0,0.6348547717842323,0.0,0.6736111111111112,0.7857142857142857,0.5991471215351812,0.6363636363636364,1.0,0.6923076923076923,0.75,0.7777777777777778,0.0,0.12404690324008794,0.8944389802101218,1.000000132605002,0.8481942727148108,0.8602892428192068,0.8543738932789421
13,www.vology.com//3250,www.vology.com//4279,1.0,0.8846153846153846,0.0,0.9189189189189189,0.879154078549849,0.49311926605504586,0.7,1.0,0.75,0.782608695652174,0.8235294117647058,0.0,0.14267475344970043,0.937553446185367,1.000000132605002,0.8598511424240529,0.962202387064756,0.9058271599065408
14,www.isupplyhub.com//1431,www.vology.com//313,0.0,0.028846153846153855,0.0,0.15315315315315314,0.13622291021671828,0.08461538461538465,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.19497710068250618,0.3948018259563172,0.46213014627506843,0.5835089420051708,0.12299122452054576
15,www.vology.com//4473,www.vology.com//604,1.0,0.44875346260387816,0.0,0.7569444444444444,0.901685393258427,0.47121535181236673,0.8181818181818182,1.0,0.8461538461538461,0.8333333333333334,0.875,0.0,0.6917793939599104,0.9366855114019902,1.000000132605002,0.9851116033056768,0.9519045572863325,0.7392879472944982
16,www.vology.com//1287,www.vology.com//558,1.0,0.916243654822335,0.0,0.7708333333333334,0.9093406593406593,0.929637526652452,1.0,1.0,1.0,1.0,1.0,0.0,0.9222454992858591,0.9462932283728873,1.000000132605002,0.9862946212516902,0.986611247841872,0.9863950874368599
17,www.vology.com//2017,www.vology.com//4503,1.0,0.8692098092643052,0.0,0.8974358974358975,0.8724035608308606,0.5180995475113122,0.7272727272727273,1.0,0.7692307692307693,0.7916666666666666,0.8636363636363636,0.0,0.3894852377847976,0.9514929574430451,1.000000132605002,0.8686460682716062,0.8810775489449918,0.9923148936239613
